t_ms,activity,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,qw,qx,qy,qz,ax,ay,az
13140,seated_bounce,583,524,200,61,85,39,50,29,0.9904,0.0015,-0.0158,0.0273,0.014,0.009,8.362
13160,seated_bounce,574,568,193,449,594,258,357,162,0.9958,0.0077,0.0252,0.0005,-0.066,-0.028,8.585
13180,seated_bounce,558,544,196,1140,1380,732,896,430,0.9996,-0.0286,0.0122,0.0372,-0.005,-0.015,8.959
13200,seated_bounce,552,520,199,1788,2050,1295,1496,841,0.9954,0.006,-0.0358,-0.0166,-0.036,-0.013,9.437
13220,seated_bounce,567,542,202,2380,2657,1789,2062,1173,1.0202,0.0241,0.0086,0.0182,-0.094,0.051,9.961
13240,seated_bounce,544,559,199,2631,2922,2183,2422,1555,1.016,0.0147,-0.0365,-0.021,0.025,-0.003,10.466
13260,seated_bounce,536,536,200,2831,3188,2366,2593,1718,0.9768,0.0014,0.0133,-0.0244,0.078,0.002,10.89
13280,seated_bounce,584,564,195,3008,3197,2580,2755,1936,0.9952,0.0083,0.0257,-0.0043,0.096,-0.061,11.183
13300,seated_bounce,572,555,197,3026,3275,2707,2837,1950,1.0,-0.0076,-0.0046,0.0027,-0.079,-0.035,11.307
13320,seated_bounce,614,495,198,3016,3270,2572,2777,1882,0.9989,-0.0015,-0.0146,-0.0033,-0.052,0.009,11.248
13340,seated_bounce,572,495,191,2937,3161,2458,2719,1785,0.9839,0.0222,-0.0043,0.002,0.051,-0.015,11.012
13360,seated_bounce,564,513,187,2677,3030,2208,2491,1628,0.9965,0.0097,-0.0026,0.0173,0.083,0.026,10.63
13380,seated_bounce,542,545,170,2410,2706,1977,2163,1320,1.0001,-0.0046,-0.0298,-0.0014,-0.047,-0.034,10.146
13400,seated_bounce,562,535,181,2000,2377,1518,1637,935,1.0087,-0.0043,-0.0418,0.0028,0.07,0.009,9.622
13420,seated_bounce,564,499,189,1295,1649,987,1124,550,1.0085,-0.0147,0.0138,0.0377,-0.033,-0.004,9.121
13440,seated_bounce,544,499,190,662,880,424,527,252,1.0146,0.0382,-0.0122,0.027,0.004,0.03,8.704
13460,seated_bounce,599,518,179,148,192,91,115,69,0.9924,0.0229,-0.0017,0.0101,0.025,-0.019,8.422
13480,seated_bounce,566,544,197,15,12,24,20,14,0.9924,-0.0115,0.0255,0.0255,-0.015,0.051,8.311
13500,seated_bounce,575,555,194,101,128,66,65,47,1.0042,-0.0055,-0.0037,-0.0067,0.045,0.007,8.383
13520,seated_bounce,502,553,194,496,695,313,424,208,0.9885,0.0019,-0.0016,0.0074,0.019,0.011,8.631
13540,seated_bounce,540,542,194,1226,1491,804,1017,484,1.0049,-0.0539,0.0127,0.0273,-0.037,0.017,9.022
13560,seated_bounce,533,496,198,1891,2197,1369,1545,854,0.9877,-0.0185,-0.0062,-0.0071,0.051,-0.026,9.51
13580,seated_bounce,554,519,204,2352,2654,1865,2098,1247,1.0021,0.0027,-0.0148,0.0192,0.032,-0.008,10.035
13600,seated_bounce,543,509,174,2675,2996,2245,2400,1515,0.9995,-0.0199,-0.0334,-0.0103,-0.059,0.07,10.533
13620,seated_bounce,513,548,198,2898,3205,2434,2616,1749,1.0017,0.0381,-0.0166,-0.0023,-0.039,-0.038,10.941
13640,seated_bounce,575,518,190,2984,3226,2619,2759,1822,1.0236,-0.0083,0.0075,0.0135,-0.068,-0.03,11.211
13660,seated_bounce,585,525,200,3010,3266,2674,2782,1958,1.0071,0.0219,-0.0039,-0.0015,-0.084,-0.004,11.31
13680,seated_bounce,553,537,187,2953,3228,2523,2768,1877,1.0174,0.0049,-0.0326,-0.03,0.085,0.041,11.224
13700,seated_bounce,533,518,187,2881,3195,2475,2629,1771,0.9817,0.0021,0.0358,0.0332,0.021,0.006,10.966
13720,seated_bounce,545,537,198,2653,2991,2280,2438,1604,0.9858,0.0141,0.0622,-0.007,0.003,-0.019,10.565
13740,seated_bounce,587,556,183,2390,2711,1877,2113,1236,1.0141,0.0191,-0.033,-0.0325,-0.073,-0.069,10.073
13760,seated_bounce,559,522,202,1930,2279,1375,1661,890,1.0063,0.004,-0.0298,-0.0255,0.004,-0.012,9.547
13780,seated_bounce,619,507,205,1347,1618,832,1041,518,1.0042,-0.0069,-0.0057,0.0034,-0.074,0.034,9.055
13800,seated_bounce,555,539,196,557,792,356,424,216,1.0044,0.0083,-0.0236,-0.0303,-0.011,-0.079,8.654
13820,seated_bounce,579,526,186,121,149,76,86,49,0.9983,-0.0251,-0.0042,0.0268,-0.07,0.048,8.396
13840,seated_bounce,565,549,204,23,16,17,15,7,0.9853,0.0408,-0.0103,0.0294,0.071,-0.033,8.31
13860,seated_bounce,534,536,197,141,174,82,105,60,0.9917,0.0013,-0.0039,0.0146,0.028,0.062,8.409
13880,seated_bounce,575,518,200,597,805,377,471,227,1.0189,-0.0302,0.0147,-0.0282,-0.038,-0.013,8.679
13900,seated_bounce,577,518,190,1340,1636,866,1031,531,1.0109,-0.0241,-0.0039,-0.0172,-0.043,-0.036,9.087
13920,seated_bounce,548,523,201,1953,2260,1472,1706,982,0.9893,-0.0078,0.038,0.0106,0.068,-0.078,9.585
13940,seated_bounce,549,518,206,2390,2782,1913,2154,1299,0.9846,0.001,0.0332,0.0239,0.02,0.053,10.11
13960,seated_bounce,548,548,197,2773,2987,2159,2465,1520,1.0114,0.0042,0.0514,-0.0036,0.081,-0.023,10.598
13980,seated_bounce,581,538,172,2943,3115,2514,2638,1775,1.0052,0.0251,-0.0106,-0.0125,-0.024,-0.024,10.989
14000,seated_bounce,565,534,190,3013,3237,2544,2790,1846,0.9951,0.0029,0.0098,0.0051,0.058,-0.005,11.237
14020,seated_bounce,585,568,202,3028,3275,2586,2748,1841,1.0048,0.002,0.0196,0.0251,-0.048,0.067,11.309
14040,seated_bounce,588,539,188,2910,3201,2563,2791,1843,1.0117,0.0069,0.0121,0.0051,0.046,0.03,11.198
14060,seated_bounce,567,520,193,2863,3139,2495,2556,1708,0.9894,0.0572,-0.0091,-0.0121,-0.016,-0.07,10.916
14080,seated_bounce,571,482,183,2703,2967,2173,2367,1549,1.0035,-0.0439,-0.0246,-0.0069,0.069,0.012,10.499
14100,seated_bounce,527,533,202,2310,2619,1820,2084,1202,1.0024,0.0102,-0.0089,-0.0562,0.032,-0.07,9.998
14120,seated_bounce,622,530,201,1767,2101,1396,1601,826,1.0122,-0.0174,-0.0001,0.0159,-0.083,-0.016,9.474
14140,seated_bounce,557,538,211,1196,1428,741,932,482,1.0201,0.0186,0.0056,0.0069,-0.022,0.035,8.99
14160,seated_bounce,553,511,210,501,632,307,398,180,1.0259,0.0192,0.0007,-0.0054,-0.048,0.071,8.608
14180,seated_bounce,590,566,214,85,96,53,62,24,0.991,-0.0112,-0.0015,-0.0228,0.01,0.011,8.372
14200,seated_bounce,524,556,196,10,13,16,11,17,0.9932,0.0123,-0.0085,-0.0343,-0.069,0.05,8.313
14220,seated_bounce,564,560,196,190,251,103,152,65,1.0094,-0.0058,-0.0451,-0.001,-0.034,0.025,8.437
14240,seated_bounce,555,528,192,685,914,482,590,269,0.9958,0.0306,0.0175,-0.0271,0.027,0.034,8.73
14260,seated_bounce,561,516,198,1462,1753,977,1175,577,1.0099,-0.0172,-0.0217,-0.0343,-0.005,-0.002,9.154
14280,seated_bounce,557,522,196,2034,2396,1540,1751,993,0.9996,-0.003,-0.0231,-0.0147,-0.021,0.022,9.659
14300,seated_bounce,542,539,196,2448,2806,1926,2170,1319,1.0059,-0.0007,-0.0126,-0.0084,-0.067,0.064,10.183
14320,seated_bounce,568,552,199,2801,2999,2285,2475,1581,0.9829,0.0267,0.0035,0.0312,-0.037,-0.084,10.661
14340,seated_bounce,596,528,204,2989,3153,2487,2713,1772,1.0021,-0.008,0.0325,0.0037,-0.072,0.038,11.035
14360,seated_bounce,577,583,184,3029,3242,2586,2848,1804,1.0093,-0.0013,0.0204,0.0023,0.03,-0.066,11.258
14380,seated_bounce,564,549,197,3017,3301,2638,2844,1949,0.9969,-0.0294,-0.0159,0.0351,0.053,-0.062,11.304
14400,seated_bounce,560,565,191,2951,3198,2576,2760,1823,1.0051,-0.0061,-0.0208,-0.0254,0.08,-0.036,11.167
14420,seated_bounce,568,533,208,2869,3089,2343,2626,1731,0.9962,-0.0471,-0.0008,0.0267,0.076,-0.035,10.864
14440,seated_bounce,541,523,186,2611,2843,2115,2368,1459,1.0094,0.0107,0.0071,0.0085,0.029,0.07,10.432
14460,seated_bounce,562,522,191,2217,2661,1740,1957,1195,0.9929,-0.0167,-0.0305,0.0322,0.1,-0.093,9.923
14480,seated_bounce,571,522,198,1786,2048,1239,1467,802,1.0227,-0.0236,-0.0021,-0.0281,0.005,0.01,9.401
14500,seated_bounce,629,518,201,1063,1336,739,806,412,1.0112,0.0312,-0.0238,-0.0012,-0.046,0.087,8.928
14520,seated_bounce,586,561,191,405,498,245,295,152,1.0004,-0.0055,-0.0094,0.0079,0.018,-0.008,8.564
14540,seated_bounce,557,530,190,55,71,27,45,18,1.0033,0.034,-0.0177,-0.004,0.002,-0.006,8.353
14560,seated_bounce,545,531,201,22,22,5,29,17,0.9934,-0.0201,0.0295,-0.0006,-0.066,-0.085,8.32
14580,seated_bounce,539,526,195,235,312,151,182,88,0.9966,0.0168,-0.0266,0.01,-0.001,0.013,8.469
14600,seated_bounce,589,544,189,800,1027,500,677,298,1.0145,0.0021,-0.0093,0.0014,-0.025,-0.041,8.783
14620,seated_bounce,570,538,195,1525,1859,1071,1238,655,0.9893,0.0003,0.005,0.0422,0.047,0.109,9.223
14640,seated_bounce,562,537,202,2140,2471,1625,1858,1014,0.9825,0.0411,0.0356,-0.0003,0.049,-0.061,9.735
14660,seated_bounce,564,553,189,2498,2820,2042,2296,1418,0.9928,0.004,-0.0113,0.0163,-0.069,-0.015,10.256
14680,seated_bounce,563,523,194,2729,3033,2298,2503,1605,1.0234,0.0218,-0.0344,-0.0002,0.016,-0.069,10.722
14700,seated_bounce,548,496,196,2947,3180,2500,2706,1676,0.997,0.0133,-0.0088,0.0239,-0.066,0.043,11.076
14720,seated_bounce,564,541,197,3025,3307,2608,2827,1884,0.9885,-0.0201,-0.0023,-0.0302,0.046,0.012,11.276
14740,seated_bounce,539,537,207,3039,3287,2598,2829,1944,1.0064,-0.003,0.002,0.0228,-0.022,-0.084,11.296
14760,seated_bounce,551,571,198,2962,3232,2401,2768,1909,1.0102,0.0052,-0.0139,-0.0209,-0.048,0.01,11.133
14780,seated_bounce,566,513,183,2786,3133,2390,2683,1643,1.0032,-0.0196,-0.0146,-0.0034,-0.004,-0.01,10.809
14800,seated_bounce,580,546,201,2627,2858,2007,2234,1470,0.991,-0.0352,-0.0154,0.0277,-0.041,0.015,10.362
14820,seated_bounce,587,506,196,2187,2526,1738,1961,1125,1.0014,0.0194,0.0196,0.0022,0.11,0.007,9.848
14840,seated_bounce,498,529,205,1618,2030,1180,1427,721,0.9869,-0.003,-0.0199,-0.0074,-0.018,-0.006,9.329
14860,seated_bounce,594,586,204,944,1213,610,799,374,0.9858,0.0045,0.0063,0.0428,-0.037,0.048,8.868
14880,seated_bounce,528,520,192,342,451,199,236,125,1.0016,0.0081,-0.0093,0.0141,-0.011,0.096,8.524
14900,seated_bounce,569,547,186,49,41,16,33,19,1.0035,-0.01,-0.0148,-0.0103,0.021,0.016,8.337
14920,seated_bounce,570,553,199,28,25,27,24,15,0.989,-0.021,-0.0136,-0.0203,0.005,0.033,8.33
14940,seated_bounce,571,554,184,290,410,182,215,108,0.9835,-0.0362,-0.0087,-0.0081,0.004,0.089,8.505
14960,seated_bounce,589,521,192,866,1129,583,752,356,1.0085,-0.0427,-0.0308,-0.0049,0.025,0.066,8.839
14980,seated_bounce,547,522,181,1653,1934,1155,1366,707,1.0088,0.0017,-0.0287,0.0268,0.029,0.033,9.293
15000,seated_bounce,511,515,184,2156,2542,1603,1879,1096,1.0033,0.0114,-0.002,0.0293,0.083,-0.134,9.81
15020,seated_bounce,553,526,192,2637,2881,2073,2368,1459,1.0054,0.01,-0.0027,0.004,-0.014,0.014,10.327
15040,seated_bounce,573,549,182,2785,3098,2392,2482,1648,1.0061,-0.0111,-0.0001,-0.0182,0.077,-0.063,10.781
15060,seated_bounce,562,524,205,2983,3217,2543,2734,1842,1.0006,-0.0031,-0.0096,0.0138,0.036,0.088,11.115
15080,seated_bounce,566,485,196,3040,3264,2635,2782,1929,0.9894,-0.0066,0.0192,0.0099,0.012,0.06,11.29
15100,seated_bounce,560,536,196,2981,3257,2570,2767,1947,1.0034,-0.0117,-0.0015,0.0177,0.049,-0.007,11.283
15120,seated_bounce,566,530,186,3000,3236,2472,2656,1842,0.9779,0.0186,-0.0097,0.004,0.016,-0.082,11.096
15140,seated_bounce,580,547,205,2748,3078,2353,2509,1682,0.9969,-0.0122,-0.0071,0.0092,0.028,-0.052,10.752
15160,seated_bounce,585,536,191,2560,2783,2035,2297,1374,0.9978,0.037,-0.0106,-0.0116,-0.002,-0.058,10.291
15180,seated_bounce,550,537,199,2174,2530,1670,1889,1055,1.0069,-0.0186,-0.0129,-0.0073,-0.1,-0.074,9.772
15200,seated_bounce,539,513,197,1576,1851,1068,1315,618,1.0024,-0.0014,-0.003,-0.0072,0.041,-0.021,9.258
15220,seated_bounce,570,527,194,814,1101,586,704,325,0.9996,0.0099,-0.0127,-0.0342,0.069,-0.025,8.811
15240,seated_bounce,570,507,199,249,351,154,208,99,1.0079,0.0404,-0.0326,0.0085,0.008,-0.062,8.487
15260,seated_bounce,544,548,200,27,34,20,23,16,1.0079,-0.012,-0.0246,0.0128,0.08,-0.01,8.324
15280,seated_bounce,562,532,201,46,64,29,40,21,0.9993,-0.0154,-0.0019,-0.0522,0.012,0.034,8.344
15300,seated_bounce,557,522,204,360,481,212,277,144,1.0027,0.017,0.0373,-0.0059,-0.134,0.031,8.544
15320,seated_bounce,549,564,205,966,1298,660,874,421,1.0004,-0.0249,-0.0346,0.0117,-0.004,-0.023,8.898
15340,seated_bounce,566,539,184,1678,2015,1252,1420,742,1.0073,-0.0032,0.0342,-0.0264,0.13,-0.006,9.364
15360,seated_bounce,534,539,191,2157,2556,1693,1970,1105,1.0114,-0.0231,-0.0146,-0.0352,0.11,0.017,9.885
15380,seated_bounce,580,540,182,2604,2920,2159,2355,1420,1.0093,0.0133,0.01,0.026,0.087,-0.012,10.397
15400,seated_bounce,528,525,188,2913,3102,2418,2605,1685,0.9883,-0.0068,0.0191,0.0034,-0.006,0.009,10.837
15420,seated_bounce,546,544,187,2973,3274,2558,2662,1845,1.0006,0.0103,-0.0522,-0.0152,-0.003,-0.026,11.151
15440,seated_bounce,532,526,191,3026,3233,2641,2802,1925,1.0105,-0.0009,0.0049,-0.0077,-0.101,-0.099,11.3
15460,seated_bounce,583,548,190,3070,3257,2617,2801,1961,1.0069,0.0006,-0.0097,0.0147,0.013,-0.036,11.267
15480,seated_bounce,550,542,195,2898,3193,2468,2710,1799,0.9878,0.0023,0.0032,0.016,0.008,-0.032,11.056
15500,seated_bounce,574,526,187,2737,3017,2333,2537,1570,0.9973,0.0139,-0.0091,0.0279,-0.015,-0.057,10.692
15520,seated_bounce,568,532,199,2529,2819,1998,2211,1364,1.0076,0.0153,-0.0017,-0.0039,0.086,-0.028,10.219
15540,seated_bounce,548,505,198,2088,2380,1528,1744,998,1.0002,-0.0289,0.0301,-0.027,0.065,0.013,9.697
15560,seated_bounce,562,553,206,1492,1752,1050,1207,636,0.9917,0.0289,-0.0386,-0.0096,0.021,-0.008,9.188
15580,seated_bounce,597,548,197,784,955,516,578,296,0.9995,-0.0187,0.0125,-0.0197,0.017,-0.072,8.756
15600,seated_bounce,543,523,206,195,276,123,164,73,1.0105,-0.0133,-0.0009,-0.0273,0.024,-0.073,8.453
15620,seated_bounce,548,539,194,12,17,25,10,16,0.9958,-0.003,-0.026,0.0045,0.019,0.032,8.316
15640,seated_bounce,567,525,207,69,84,30,51,39,1.0042,0.0085,-0.0093,-0.0058,0.044,0.047,8.362
15660,seated_bounce,568,520,198,474,579,283,349,158,0.9817,-0.0014,0.0064,-0.0027,0.063,0.007,8.585
15680,seated_bounce,585,510,198,1139,1396,725,921,421,1.0051,-0.0178,-0.011,-0.0306,0.064,0.045,8.959
15700,seated_bounce,552,530,198,1800,2113,1307,1574,806,0.9803,-0.0149,-0.0062,0.0125,-0.009,0.004,9.437
15720,seated_bounce,571,520,179,2245,2609,1701,2008,1200,1.0126,0.0147,-0.0137,0.0215,0.081,-0.008,9.961
15740,seated_bounce,555,549,188,2569,2908,2160,2406,1536,0.9971,-0.0162,-0.0118,0.0316,-0.085,-0.028,10.466
15760,seated_bounce,564,521,186,2800,3128,2352,2622,1821,1.0031,-0.0216,0.0344,-0.0062,-0.023,0.013,10.89
15780,seated_bounce,568,555,194,2979,3243,2505,2775,1894,0.9953,0.0204,-0.0101,-0.0219,0.053,-0.066,11.183
15800,seated_bounce,569,540,177,2991,3275,2622,2784,1949,0.9837,-0.0327,0.0025,0.0289,-0.061,-0.02,11.307
15820,seated_bounce,575,523,194,2973,3265,2645,2753,1881,1.0019,0.0114,-0.018,0.0128,-0.103,0.047,11.248
15840,seated_bounce,499,528,192,2876,3133,2438,2675,1853,0.9938,0.0034,0.0032,0.0008,-0.029,0.051,11.012
15860,seated_bounce,489,544,178,2675,2938,2326,2450,1571,0.9896,-0.0244,0.0361,-0.0129,0.005,0.039,10.63
15880,seated_bounce,530,523,197,2395,2743,1886,2193,1315,0.993,-0.0351,-0.0094,-0.013,-0.039,-0.053,10.146
15900,seated_bounce,553,547,183,2034,2345,1491,1656,961,1.0059,0.0092,0.0019,-0.0057,-0.033,0.126,9.622
15920,seated_bounce,534,536,186,1325,1736,955,1103,577,0.9939,-0.0052,-0.0085,-0.0013,0.063,0.079,9.121
15940,seated_bounce,574,515,208,689,883,419,536,234,1.002,-0.0004,0.039,0.007,0.06,-0.015,8.704
15960,seated_bounce,522,547,191,156,214,89,131,65,1.0008,0.0119,0.0148,-0.0185,-0.019,-0.019,8.422
15980,seated_bounce,536,495,212,20,23,16,13,16,0.9984,0.0167,0.0065,0.0121,0.064,0.017,8.311
16000,seated_bounce,541,529,207,105,128,51,73,53,0.9893,-0.0093,-0.022,0.0061,-0.015,0.021,8.383
16020,seated_bounce,573,518,202,535,699,317,417,191,1.0076,0.0235,0.0088,-0.0334,0.028,-0.069,8.631
16040,seated_bounce,560,499,191,1211,1496,850,980,519,0.9918,-0.0085,-0.0018,0.0153,-0.148,0.011,9.022
16060,seated_bounce,554,519,201,1828,2180,1328,1674,894,1.0009,0.0256,-0.0157,0.0259,-0.087,0.039,9.51
16080,seated_bounce,545,556,201,2350,2718,1852,2117,1191,0.9932,-0.0051,0.0277,0.0088,0.062,0.046,10.035
16100,seated_bounce,561,523,186,2637,2984,2231,2461,1576,0.9957,0.024,-0.0099,0.028,0.045,0.007,10.533
16120,seated_bounce,547,521,200,2882,3149,2491,2654,1694,0.9722,-0.0027,0.0221,-0.001,0.064,-0.09,10.941
16140,seated_bounce,559,537,188,3005,3240,2519,2712,1918,1.0088,0.0158,-0.0177,0.0087,0.029,-0.042,11.211
16160,seated_bounce,556,516,200,2959,3249,2589,2832,1956,0.9959,-0.0417,-0.0025,0.0053,0.057,-0.043,11.31
16180,seated_bounce,542,532,206,2979,3215,2568,2789,1890,1.0219,0.0172,0.0184,-0.0056,0.017,0.026,11.224
16200,seated_bounce,579,538,195,2945,3195,2421,2635,1718,0.9895,-0.0184,-0.0263,-0.0071,0.006,0.0,10.966
16220,seated_bounce,581,554,195,2761,3012,2223,2461,1527,0.9955,0.0083,-0.0152,0.0076,0.018,0.023,10.565
16240,seated_bounce,585,550,190,2384,2726,1853,2096,1354,1.0093,0.0132,0.0096,0.017,-0.026,-0.021,10.073
16260,seated_bounce,541,548,200,1941,2259,1380,1645,867,0.9954,0.0015,0.0308,0.0078,-0.114,-0.011,9.547
16280,seated_bounce,559,564,195,1270,1532,856,1008,528,0.9954,0.0417,0.0196,-0.0067,-0.075,0.021,9.055
16300,seated_bounce,601,515,197,592,794,340,450,224,1.005,0.0328,0.0033,-0.0186,-0.038,-0.012,8.654
16320,seated_bounce,564,532,191,124,146,66,86,40,0.9956,0.0185,-0.0025,-0.0294,0.013,0.022,8.396
16340,seated_bounce,539,543,186,5,15,10,17,15,0.9988,-0.0102,0.007,0.0335,-0.107,0.06,8.31
16360,seated_bounce,561,524,195,139,170,73,107,56,1.0015,0.0148,-0.0206,-0.0214,-0.012,-0.048,8.409
16380,seated_bounce,576,480,190,635,801,357,498,228,1.0008,-0.0446,0.0202,0.0041,0.012,0.087,8.679
16400,seated_bounce,553,497,187,1270,1613,887,1080,537,0.9957,0.0001,0.0071,0.0257,-0.009,-0.021,9.087
16420,seated_bounce,558,553,197,1905,2302,1447,1671,912,1.0088,0.0127,0.0075,0.01,0.028,-0.04,9.585
16440,seated_bounce,567,540,199,2401,2722,1876,2162,1266,0.9916,0.0306,-0.0255,0.0225,-0.014,-0.01,10.11
16460,seated_bounce,579,533,209,2675,2959,2264,2480,1616,0.9955,-0.0151,0.0242,0.031,0.008,0.082,10.598
16480,seated_bounce,590,546,193,2912,3173,2558,2685,1730,0.9933,-0.0086,-0.011,-0.0085,0.001,-0.017,10.989
16500,seated_bounce,581,521,183,3023,3230,2600,2766,1829,0.9939,-0.0089,-0.0175,-0.0115,-0.003,-0.054,11.237
16520,seated_bounce,539,541,200,3043,3240,2624,2774,1832,0.9923,0.0148,-0.0286,-0.014,-0.051,-0.007,11.309
16540,seated_bounce,543,553,208,2981,3259,2485,2753,1908,1.0067,0.013,0.0092,-0.0292,-0.025,-0.037,11.198
16560,seated_bounce,596,531,190,2895,3136,2437,2630,1789,1.004,0.0261,0.0205,0.0062,-0.051,-0.061,10.916
16580,seated_bounce,536,508,198,2670,2970,2216,2423,1480,1.0008,0.0035,0.0436,0.0074,-0.002,-0.014,10.499
16600,seated_bounce,582,523,164,2304,2665,1846,2090,1238,1.0098,-0.029,0.0009,0.003,-0.062,-0.042,9.998
16620,seated_bounce,542,474,194,1814,2120,1319,1479,808,1.0125,-0.015,0.0212,-0.0162,0.014,0.033,9.474
16640,seated_bounce,568,523,204,1168,1479,798,965,463,0.9884,-0.0355,0.0062,-0.0217,0.061,-0.042,8.99
16660,seated_bounce,546,491,209,496,672,278,400,181,0.9974,0.0062,-0.0103,-0.031,-0.009,0.017,8.608
16680,seated_bounce,563,503,202,77,99,49,58,41,0.9964,0.0396,0.0032,-0.0078,0.099,0.056,8.372
16700,seated_bounce,580,549,188,10,20,17,9,13,1.0002,0.0278,0.0044,0.0164,-0.028,0.021,8.313
16720,seated_bounce,555,523,205,181,231,114,142,63,0.9998,-0.0199,-0.0158,0.0154,0.083,0.053,8.437
16740,seated_bounce,566,564,196,751,909,452,565,267,1.0013,-0.0419,0.0401,-0.0147,-0.017,-0.066,8.73
16760,seated_bounce,569,514,198,1385,1696,922,1131,615,0.9924,0.0051,0.0176,0.008,0.012,-0.058,9.154
16780,seated_bounce,572,508,186,2057,2363,1449,1737,946,1.0028,0.0118,-0.0192,-0.0344,-0.031,0.046,9.659
16800,seated_bounce,581,535,188,2442,2801,1948,2162,1298,1.0098,-0.0129,0.0028,0.0182,0.004,-0.013,10.183
16820,seated_bounce,577,565,206,2777,3098,2230,2460,1585,1.0217,0.0065,-0.008,0.0123,-0.011,-0.034,10.661
16840,seated_bounce,547,532,194,2937,3159,2549,2633,1780,1.0063,-0.0077,0.0253,0.0144,-0.045,-0.053,11.035
16860,seated_bounce,506,526,200,2995,3257,2591,2825,1892,0.9856,0.0007,0.0154,0.0306,-0.026,-0.153,11.258
16880,seated_bounce,540,537,194,3093,3270,2683,2822,1920,1.001,-0.0171,0.041,-0.0321,0.022,-0.004,11.304
16900,seated_bounce,576,542,194,2961,3254,2482,2727,1883,0.987,0.0076,-0.0117,-0.0175,-0.04,0.017,11.167
16920,seated_bounce,566,522,201,2752,3139,2404,2587,1676,0.9987,-0.0287,0.0073,0.0248,-0.041,0.001,10.864
16940,seated_bounce,541,556,183,2629,2867,2107,2306,1464,0.9957,0.0077,-0.022,-0.011,0.008,0.041,10.432
16960,seated_bounce,533,549,198,2318,2637,1731,2019,1122,1.0078,-0.0112,-0.0092,0.0171,0.023,-0.007,9.923
16980,seated_bounce,550,553,193,1728,2098,1222,1445,797,0.9971,0.0152,-0.0261,-0.017,0.038,-0.047,9.401
17000,seated_bounce,523,550,187,1052,1379,714,847,440,0.9853,-0.0515,-0.0447,-0.0084,-0.036,-0.03,8.928
17020,seated_bounce,539,551,202,399,547,231,293,144,1.0036,-0.0037,0.0011,0.037,-0.063,-0.026,8.564
17040,seated_bounce,541,505,189,56,63,25,46,36,0.9914,0.0196,0.0199,0.0026,-0.038,-0.017,8.353
17060,seated_bounce,523,536,193,28,26,20,21,14,0.9986,0.0072,0.0009,0.0307,-0.007,-0.025,8.32
17080,seated_bounce,576,513,192,256,309,137,186,86,1.0056,0.0049,0.0011,-0.0088,0.031,-0.005,8.469
17100,seated_bounce,542,547,193,808,1023,512,668,314,0.9831,-0.007,0.0077,0.0166,-0.089,-0.012,8.783
17120,seated_bounce,540,512,175,1458,1845,1033,1255,628,1.0091,0.0253,0.0157,-0.0,-0.08,0.043,9.223
17140,seated_bounce,563,506,199,2101,2384,1657,1790,1062,1.0057,0.0049,0.0239,-0.0314,0.084,0.005,9.735
17160,seated_bounce,574,537,194,2429,2780,2040,2235,1411,1.0013,-0.005,0.023,-0.0082,-0.083,0.004,10.256
17180,seated_bounce,559,479,215,2825,3075,2349,2529,1631,0.9991,0.0311,-0.0194,-0.0084,-0.004,-0.042,10.722
17200,seated_bounce,565,540,196,2900,3219,2516,2727,1824,0.9979,0.0529,-0.0159,-0.0231,-0.015,0.036,11.076
17220,seated_bounce,522,518,188,2983,3242,2588,2792,1939,0.9987,-0.0175,-0.0115,-0.0228,-0.009,0.075,11.276
17240,seated_bounce,578,534,193,2979,3227,2605,2815,1865,1.0148,-0.0337,-0.0034,0.032,0.031,-0.057,11.296
17260,seated_bounce,548,563,205,2915,3243,2585,2703,1879,0.9861,-0.0141,-0.0074,-0.0159,-0.075,-0.009,11.133
17280,seated_bounce,533,516,199,2797,3161,2382,2547,1643,1.0039,0.0133,-0.0129,-0.0211,0.068,-0.134,10.809
17300,seated_bounce,529,488,196,2648,2813,2121,2274,1444,1.0023,0.0055,-0.0118,-0.0159,0.002,-0.14,10.362
17320,seated_bounce,589,535,196,2219,2546,1734,1927,1148,1.0079,0.0437,0.0032,-0.033,0.028,-0.001,9.848
17340,seated_bounce,567,536,206,1680,1929,1224,1404,722,0.9955,-0.0044,-0.018,0.0054,-0.037,0.044,9.329
17360,seated_bounce,545,534,198,942,1221,626,768,399,1.0021,-0.0085,0.038,0.009,-0.042,-0.009,8.868
17380,seated_bounce,577,536,190,316,440,187,236,124,1.0076,0.002,0.0309,0.0088,-0.082,0.016,8.524
17400,seated_bounce,536,524,185,31,44,29,17,21,0.9803,0.017,0.0446,0.0057,-0.054,-0.04,8.337
17420,seated_bounce,560,511,179,33,33,29,19,21,0.9892,-0.0289,-0.0097,-0.0024,-0.04,0.022,8.33
17440,seated_bounce,548,595,193,298,390,176,212,114,0.9985,-0.0365,-0.0145,-0.0351,0.003,-0.031,8.505
17460,seated_bounce,535,539,194,915,1149,569,696,364,1.0023,0.0293,0.0222,-0.0053,-0.017,0.032,8.839
17480,seated_bounce,598,553,199,1525,1891,1116,1369,714,0.9843,-0.0319,-0.001,0.0119,0.007,0.036,9.293
17500,seated_bounce,583,532,187,2180,2482,1677,1875,1107,0.9914,0.0259,-0.0556,-0.012,0.013,-0.019,9.81
