t_ms,mode,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,qw,qx,qy,qz,ax,ay,az
13980,barefoot,18,16,17,15,17,16,15,16,0.9966,-0.0193,-0.0083,0.0535,0.56,-1.028,9.983
14000,barefoot,19,15,8,11,11,14,22,16,0.991,0.0029,0.0315,-0.0054,1.297,-0.422,8.98
14020,barefoot,11,10,0,16,14,26,10,9,0.9976,-0.0175,0.0185,0.0085,1.68,2.019,11.304
14040,barefoot,14,8,10,14,25,14,14,22,1.0003,-0.0478,-0.005,0.0278,-1.796,-0.142,10.243
14060,barefoot,25,19,18,7,7,14,16,1,0.9888,-0.0221,-0.0201,-0.0028,0.565,-0.467,10.041
14080,barefoot,8,18,19,11,16,14,9,16,0.9997,-0.0382,0.0153,-0.0021,-2.013,-0.153,9.929
14100,barefoot,8,13,22,12,12,12,18,19,0.9928,0.0127,-0.0075,-0.0041,-0.507,-0.009,10.087
14120,barefoot,13,17,24,17,23,15,9,12,0.9972,0.0003,0.0156,-0.0329,0.274,0.564,10.588
14140,barefoot,13,16,10,16,3,7,13,13,0.9945,-0.0059,0.0058,0.0051,0.198,0.337,11.08
14160,barefoot,9,9,9,16,11,21,10,14,1.0124,-0.0021,-0.0247,-0.0301,-0.217,-1.084,10.108
14180,barefoot,14,15,24,10,15,11,26,2,0.9872,0.0008,0.0018,-0.0055,0.862,0.826,10.114
14200,barefoot,11,13,16,8,17,13,5,13,1.0027,-0.017,0.005,0.0151,1.191,1.28,9.58
14220,barefoot,20,16,19,16,9,12,17,13,1.0036,0.0038,-0.0258,0.0019,0.401,1.283,8.907
14240,barefoot,20,10,10,20,17,20,14,15,1.023,0.0222,-0.0011,-0.0388,-0.798,0.836,10.314
14260,barefoot,22,8,17,6,17,14,21,15,1.0134,-0.0151,0.0365,-0.0038,-0.32,1.022,8.603
14280,barefoot,24,9,18,9,2,19,22,3,1.0055,-0.0221,0.0137,-0.0175,0.585,0.149,10.734
14300,barefoot,13,8,16,18,15,17,3,13,1.0073,0.0263,-0.0179,-0.031,0.93,-0.132,9.934
14320,barefoot,3093,2367,48,19,16,10,11,13,0.9988,0.0066,0.0037,0.0033,0.302,0.073,8.89
14340,barefoot,3352,2657,92,18,20,8,16,14,0.9921,0.0306,0.0228,0.0444,-1.367,-0.891,9.985
14360,barefoot,3390,2829,161,12,12,19,13,20,0.9826,0.0138,-0.0047,0.006,-0.482,-0.419,8.549
14380,barefoot,3488,3026,285,10,7,13,10,2,1.014,-0.0073,-0.0102,0.0231,0.381,-0.248,9.117
14400,barefoot,3469,3056,430,21,7,15,20,9,0.9934,0.0322,0.0009,0.0039,-1.518,0.254,8.033
14420,barefoot,3434,3002,629,12,12,7,17,14,1.0184,0.0303,-0.0327,0.0057,-0.208,0.026,11.234
14440,barefoot,3196,2972,968,7,17,17,14,14,1.0077,-0.0408,-0.0209,0.0405,-0.433,0.914,9.561
14460,barefoot,2820,2773,1232,19,14,17,15,18,0.9965,0.0101,0.0411,0.0204,1.14,0.619,8.708
14480,barefoot,2373,2458,1436,23,21,12,15,17,1.0018,0.01,-0.0052,-0.0034,1.414,-0.732,10.264
14500,barefoot,1713,1981,1690,40,39,12,10,15,1.003,0.0063,0.0001,0.0088,-1.08,-0.375,9.045
14520,barefoot,1099,1566,1959,75,96,25,23,12,0.9886,0.0194,0.0073,0.012,1.834,-1.416,9.135
14540,barefoot,580,980,1952,160,204,37,18,15,0.9968,-0.0023,-0.0084,-0.004,2.026,0.823,9.928
14560,barefoot,231,546,1908,338,380,88,20,12,0.9999,-0.0082,-0.0034,-0.0017,-0.445,0.707,10.774
14580,barefoot,84,275,1920,570,675,167,15,17,0.9991,0.0124,0.0298,0.0405,-0.098,0.746,10.709
14600,barefoot,35,111,1841,1001,1135,313,19,13,0.9998,0.0055,-0.0096,0.0234,-0.579,-0.147,10.003
14620,barefoot,23,60,1661,1411,1446,587,14,12,0.9981,-0.0372,0.0275,-0.0054,-0.771,-0.749,9.231
14640,barefoot,16,27,1484,1839,1821,784,22,15,0.9967,0.006,-0.0166,0.0214,-1.678,-0.343,9.408
14660,barefoot,26,11,1160,2218,2082,1127,48,23,1.0012,-0.0318,0.0197,-0.014,-3.119,0.629,9.326
14680,barefoot,12,19,868,2417,2128,1450,114,27,0.9896,0.016,0.0032,0.0193,0.279,0.564,9.997
14700,barefoot,13,24,668,2590,2376,1717,237,48,1.0097,-0.0167,0.0036,0.0147,2.061,0.948,9.411
14720,barefoot,7,21,410,2656,2397,1875,484,110,1.0097,-0.0034,-0.0004,-0.0184,-1.316,-0.3,8.916
14740,barefoot,7,26,268,2651,2339,1788,758,223,1.0083,-0.0176,0.0032,0.029,0.811,0.615,10.349
14760,barefoot,12,21,132,2473,2197,1724,1199,436,0.9825,-0.0192,0.0093,0.0299,-0.689,1.658,9.206
14780,barefoot,16,22,77,2321,1798,1586,1565,669,0.9889,0.0459,-0.0069,0.029,0.264,-1.592,8.547
14800,barefoot,5,15,56,1959,1325,1420,1923,1025,1.0012,0.0024,-0.0103,0.027,-0.163,-0.28,10.931
14820,barefoot,9,14,36,1581,999,1075,2095,1332,0.9853,0.0069,0.0056,-0.0027,0.682,0.016,10.731
14840,barefoot,20,15,21,1141,652,719,2222,1514,0.9941,0.0256,-0.0011,0.0124,0.733,0.574,8.381
14860,barefoot,22,15,9,692,370,472,2217,1594,1.0021,0.0164,0.0197,0.0178,0.848,-0.426,9.619
14880,barefoot,13,14,19,370,181,239,2076,1672,0.9643,-0.0224,0.0399,0.0167,1.078,0.851,9.018
14900,barefoot,18,14,16,179,89,131,1904,1508,1.0129,-0.0171,0.013,0.0107,1.698,-1.154,10.834
14920,barefoot,9,15,19,90,54,57,1389,1305,1.0146,-0.0318,-0.0163,0.0087,-1.161,0.372,9.583
14940,barefoot,23,14,13,43,27,31,970,1055,0.9859,-0.018,-0.013,0.0243,-0.561,0.091,10.234
14960,barefoot,15,8,29,33,14,23,663,732,0.9929,-0.0069,0.005,0.0062,1.461,-0.833,8.607
14980,barefoot,20,8,12,20,15,17,343,510,0.9941,0.0236,0.0234,-0.0319,-0.988,0.223,10.132
15000,barefoot,14,13,20,13,13,16,17,21,0.9988,0.0044,0.0133,0.0192,1.336,0.976,12.167
15020,barefoot,13,25,16,19,17,20,18,19,0.9987,0.0135,0.0001,0.0087,0.293,-0.267,11.165
15040,barefoot,6,21,15,12,23,18,14,9,0.9928,-0.0164,0.0051,-0.0254,1.529,-0.777,10.939
15060,barefoot,12,14,22,7,10,12,16,9,0.9985,0.0019,0.0276,-0.0079,0.413,0.171,11.179
15080,barefoot,29,15,5,13,20,24,3,23,0.9996,0.0332,-0.0552,-0.0165,0.034,-0.425,9.599
15100,barefoot,18,19,20,15,15,17,15,10,0.9948,-0.0102,0.0158,-0.0266,0.213,-0.328,10.339
15120,barefoot,19,5,14,21,15,18,5,11,1.0039,0.0049,-0.0222,0.0351,-1.843,1.179,10.094
15140,barefoot,15,23,7,8,14,20,18,17,0.9825,0.0141,-0.037,0.0222,0.712,0.475,9.472
15160,barefoot,16,4,29,18,19,20,6,9,1.0204,-0.0159,-0.0076,-0.0208,0.262,0.83,9.821
15180,barefoot,20,16,14,18,13,8,14,10,1.0063,0.003,-0.0074,0.0234,1.361,-1.778,11.238
15200,barefoot,11,8,11,13,6,13,23,6,1.0077,0.0337,-0.0118,0.011,0.761,-0.871,10.783
15220,barefoot,11,24,9,8,16,12,10,16,0.9906,-0.0042,0.0153,0.0216,-1.015,-0.747,9.728
15240,barefoot,17,17,21,17,10,12,18,23,0.9896,0.0247,-0.0344,0.0032,0.148,-0.434,10.725
15260,barefoot,17,21,12,20,21,16,12,16,1.0005,-0.0044,-0.0014,0.0124,0.738,-0.653,11.856
15280,barefoot,13,5,15,13,9,17,12,20,1.0066,0.0054,-0.0333,0.0134,0.216,0.036,9.273
15300,barefoot,17,13,18,19,17,20,11,16,1.0161,0.0124,-0.0355,-0.009,1.288,0.754,9.654
15320,barefoot,17,20,12,21,10,11,12,9,1.0024,-0.0047,0.0119,-0.0236,0.243,1.124,9.33
15340,barefoot,14,7,27,23,8,13,19,15,1.0049,-0.0009,0.0402,0.013,0.357,-0.137,11.449
15360,barefoot,15,22,19,12,23,16,16,18,1.0053,0.0071,-0.0141,-0.0039,-1.598,0.001,9.348
15380,barefoot,16,16,14,9,18,17,10,16,0.9922,0.0007,0.0109,-0.0097,1.051,1.459,9.613
15400,barefoot,14,14,10,18,12,10,15,20,0.9771,0.0083,-0.0035,-0.0056,1.582,-1.088,8.629
15420,barefoot,3127,2324,45,12,11,12,14,14,1.0115,-0.0031,0.0075,0.0216,-0.578,0.608,9.604
15440,barefoot,3395,2621,72,1,5,16,11,4,1.0084,0.0195,-0.0074,-0.0037,-0.984,0.395,10.222
15460,barefoot,3459,2903,167,12,15,21,12,16,0.9932,-0.0117,0.0127,0.0321,-0.195,0.598,9.202
15480,barefoot,3489,2990,257,9,8,3,17,14,0.9925,-0.0152,0.0215,-0.0225,2.388,0.368,9.135
15500,barefoot,3481,3109,433,17,3,15,18,18,1.0013,0.0199,0.0009,0.0146,2.352,0.062,9.147
15520,barefoot,3366,3020,617,18,14,14,17,10,0.9866,0.0253,-0.0167,0.0202,0.345,0.92,11.103
15540,barefoot,3199,2951,963,13,8,14,19,23,1.0035,-0.0019,-0.0338,-0.0458,-1.012,-0.22,11.248
15560,barefoot,2852,2731,1168,13,14,11,15,20,1.0041,0.008,-0.0008,-0.0123,-0.665,0.278,12.771
15580,barefoot,2437,2380,1417,28,27,17,17,19,1.0045,0.0149,-0.0129,-0.0378,-1.32,-1.397,8.576
15600,barefoot,1787,2000,1775,36,50,17,19,9,0.9893,0.0144,0.0183,0.0011,-0.97,0.953,10.542
15620,barefoot,1046,1461,1830,76,97,23,25,9,1.0045,-0.017,0.0036,0.0165,0.799,0.113,8.453
15640,barefoot,553,986,1953,164,197,44,16,17,0.9882,0.0035,0.0353,0.0039,0.475,-1.456,9.449
15660,barefoot,252,502,2050,346,409,81,14,19,0.9887,0.0064,-0.0193,0.0038,-0.408,1.01,9.271
15680,barefoot,83,278,1921,592,629,170,11,18,0.9998,-0.0213,0.0216,-0.0357,0.642,-0.479,9.5
15700,barefoot,43,133,1836,1030,995,311,10,19,0.9814,0.035,0.0079,0.008,0.731,0.442,8.26
15720,barefoot,18,55,1615,1500,1521,586,21,13,0.9888,0.0155,-0.0175,0.0056,2.263,0.258,11.456
15740,barefoot,18,30,1503,1865,1803,739,18,17,0.9882,0.0296,-0.0331,0.0061,-0.75,-0.108,10.317
15760,barefoot,11,3,1154,2127,2125,1165,48,12,1.004,0.0161,-0.014,0.0063,2.186,0.89,9.808
15780,barefoot,21,10,961,2424,2327,1498,99,24,0.9962,0.014,-0.063,0.017,1.575,-0.878,9.656
15800,barefoot,11,8,726,2578,2413,1600,256,52,0.9885,-0.0038,0.0046,-0.0203,-0.602,0.186,9.357
15820,barefoot,13,11,412,2678,2454,1678,482,113,1.0103,-0.0157,-0.0229,0.0203,0.914,1.759,11.225
15840,barefoot,18,12,256,2603,2303,1784,845,246,0.9915,0.0015,0.025,-0.0188,-0.366,0.504,10.149
15860,barefoot,15,22,145,2507,2115,1702,1294,380,0.9967,-0.0405,0.0103,0.0187,1.635,0.361,9.384
15880,barefoot,4,12,66,2391,1791,1622,1651,657,0.9903,0.0253,0.0117,0.0437,0.718,-1.124,11.083
15900,barefoot,14,15,49,1987,1426,1379,2060,1010,0.9981,0.0102,0.009,-0.0141,-0.3,-0.094,10.914
15920,barefoot,21,17,33,1541,974,1009,2249,1320,1.0097,-0.0098,0.0005,0.0017,1.615,-0.028,10.987
15940,barefoot,3,33,17,1172,662,735,2278,1466,1.0077,-0.0077,0.0217,0.0046,0.546,-0.074,9.607
15960,barefoot,16,12,13,713,381,475,2230,1620,1.0092,-0.0032,0.0215,0.0005,-0.781,-0.175,10.106
15980,barefoot,5,13,23,387,196,261,2082,1598,1.0024,0.0026,-0.011,-0.0019,0.15,-0.077,9.78
16000,barefoot,9,25,9,185,85,140,1845,1609,1.0043,-0.0251,-0.0183,-0.0146,1.455,-0.292,11.518
16020,barefoot,4,18,11,88,31,74,1505,1286,0.9935,-0.0268,-0.0202,0.0157,0.536,-0.983,11.274
16040,barefoot,18,11,11,42,29,43,1015,1041,1.0002,0.0259,-0.0168,0.0216,-0.418,-0.578,11.56
16060,barefoot,18,16,16,19,4,9,704,827,0.9993,-0.0133,0.0025,0.0023,-0.011,-0.069,10.334
16080,barefoot,17,11,14,14,17,16,372,477,0.9924,0.0004,-0.0194,-0.0111,1.088,-0.443,10.254
16100,barefoot,29,18,17,14,22,14,16,15,0.9969,0.0248,0.0124,-0.0139,1.968,0.275,10.561
16120,barefoot,12,7,16,28,18,11,21,15,0.9975,-0.0109,0.0059,-0.0257,-0.396,0.904,8.534
16140,barefoot,13,11,17,10,24,14,18,11,1.0069,0.0241,-0.0132,-0.0081,0.94,-0.071,10.775
16160,barefoot,18,4,1,13,4,16,17,13,1.0093,0.0093,-0.0197,-0.034,1.17,-0.678,9.642
16180,barefoot,7,20,10,15,10,8,17,7,0.9946,0.0116,-0.0173,-0.0421,1.512,-1.062,10.263
16200,barefoot,14,22,10,12,21,6,10,19,0.9967,-0.0303,0.0101,-0.0078,2.026,1.123,9.377
16220,barefoot,7,22,18,2,10,19,15,20,1.0147,-0.0158,-0.0034,0.0058,-0.976,-0.297,10.176
16240,barefoot,18,11,21,17,11,10,20,10,1.013,-0.0078,0.0157,-0.0119,0.23,-0.861,11.298
16260,barefoot,19,10,12,16,14,3,23,15,1.0037,0.0206,0.0188,-0.0212,0.564,-0.182,10.319
16280,barefoot,15,15,9,18,10,12,25,18,1.0063,-0.0085,0.0095,0.0137,0.993,0.068,8.633
16300,barefoot,9,13,6,12,18,16,14,15,0.9948,-0.0067,-0.0058,-0.0075,1.414,0.247,9.511
16320,barefoot,4,21,7,13,17,14,17,16,1.0104,0.0117,-0.0114,0.0174,1.227,-1.203,10.118
16340,barefoot,10,21,12,17,17,14,18,9,1.0,0.0457,0.0005,0.0103,-0.749,0.161,10.335
16360,barefoot,18,2,17,3,15,10,21,14,0.9859,0.0152,0.009,-0.0126,-1.129,-0.043,9.707
16380,barefoot,8,15,8,13,12,23,6,10,0.9972,0.0099,-0.0294,0.0024,0.228,-0.329,9.446
16400,barefoot,14,13,11,0,14,11,14,9,1.0199,0.0016,0.0142,0.0115,0.895,0.163,10.528
16420,barefoot,11,9,13,9,10,8,17,17,1.0013,-0.021,0.0094,-0.0031,-1.528,-0.384,9.831
16440,barefoot,21,12,12,15,15,6,15,16,0.9836,0.0133,0.0084,0.0179,-0.173,1.49,9.741
16460,barefoot,9,15,10,16,22,19,10,23,1.0083,-0.0175,0.0256,0.0384,0.528,0.616,10.37
16480,barefoot,20,15,13,9,26,12,14,18,0.9937,-0.0455,-0.0161,-0.0259,0.302,0.668,9.926
16500,barefoot,9,10,8,16,17,17,12,11,1.0193,-0.0036,0.0002,-0.0053,1.375,-0.119,9.361
16520,barefoot,3187,2399,43,6,25,16,20,17,1.014,0.0215,0.0013,-0.0108,-0.982,0.989,8.854
16540,barefoot,3375,2724,96,15,13,12,12,20,0.9826,-0.0099,-0.0167,0.0293,0.611,0.069,10.625
16560,barefoot,3457,2884,158,12,19,10,14,6,0.9935,0.0075,-0.0001,0.024,-0.02,-1.028,9.118
16580,barefoot,3469,3171,263,12,6,9,11,14,1.0043,0.013,0.0354,0.0019,2.587,-1.11,10.691
16600,barefoot,3459,3089,435,14,22,8,11,17,1.0025,0.0234,0.0114,0.009,-1.807,-0.288,9.093
16620,barefoot,3330,3078,640,19,8,12,15,17,1.0041,0.0074,-0.0256,0.0079,1.559,-0.037,10.267
16640,barefoot,3188,2975,948,24,11,14,9,12,0.9966,-0.0038,-0.015,0.0011,-1.688,0.044,9.816
16660,barefoot,2921,2803,1333,13,25,18,15,14,0.9977,0.0144,-0.0275,0.0204,0.75,0.566,8.96
16680,barefoot,2337,2410,1479,14,32,7,15,13,1.0101,-0.0019,0.0186,-0.0178,0.377,-0.044,8.218
16700,barefoot,1710,2028,1662,36,46,24,20,23,0.9933,0.0164,0.0103,-0.0011,-1.3,-0.209,10.326
16720,barefoot,1137,1439,1968,72,108,28,16,18,1.0009,0.0078,0.0429,-0.0057,-0.8,0.215,9.25
16740,barefoot,564,972,2108,154,198,36,14,17,1.021,0.0152,0.0054,0.0146,0.423,-1.008,10.437
16760,barefoot,248,509,1986,321,386,90,17,12,1.0055,-0.0115,-0.0138,0.0195,1.221,0.415,10.714
16780,barefoot,82,267,1975,595,706,180,12,21,1.0046,0.0132,-0.0141,-0.0066,0.554,0.2,11.063
16800,barefoot,30,120,1932,1076,1094,334,18,19,0.9967,0.0141,-0.028,-0.0064,-1.303,0.12,9.64
16820,barefoot,17,53,1593,1470,1448,566,11,3,1.0167,-0.0031,0.0257,-0.0111,-0.404,0.434,10.264
16840,barefoot,7,27,1615,1911,1941,843,26,14,0.9976,-0.0199,0.027,-0.0059,2.077,-1.778,8.869
16860,barefoot,14,22,1308,2219,2081,1149,46,25,0.9945,-0.0304,0.0264,-0.0117,-0.098,-1.558,10.438
16880,barefoot,25,25,938,2485,2273,1427,113,35,1.0069,-0.0305,0.0364,-0.0152,-2.412,-1.539,10.369
16900,barefoot,22,20,590,2543,2368,1641,248,48,1.0003,0.0116,-0.0015,0.0135,-0.815,1.064,10.466
16920,barefoot,14,17,422,2643,2456,1793,485,96,1.0148,0.0014,-0.0003,-0.0023,-1.552,-0.781,9.194
16940,barefoot,18,20,257,2630,2300,1836,874,219,1.015,0.0045,0.0055,0.0261,-1.446,-0.078,10.571
16960,barefoot,10,17,151,2452,2122,1733,1266,445,0.9903,0.0168,-0.0005,0.0377,1.486,1.357,8.687
16980,barefoot,17,23,76,2322,1719,1728,1611,662,0.9871,-0.0026,0.0179,0.0012,-0.597,-1.532,10.502
17000,barefoot,12,14,48,2032,1450,1322,1919,997,0.9919,-0.016,0.008,0.0097,-0.556,-0.982,10.377
17020,barefoot,16,19,32,1560,1088,1028,2031,1243,0.9926,0.0165,0.0229,0.0127,0.234,-0.106,10.998
17040,barefoot,11,21,20,1098,635,743,2225,1564,1.0085,-0.0411,-0.0129,-0.0254,-0.315,0.374,9.212
17060,barefoot,19,16,8,686,396,453,2161,1638,0.9962,-0.0298,0.0149,-0.0206,-0.573,0.924,11.168
17080,barefoot,19,18,10,369,195,277,2079,1634,0.99,0.0207,-0.0262,0.0286,-1.829,-0.865,8.387
17100,barefoot,21,13,14,195,98,124,1870,1635,1.0224,-0.0223,-0.0016,-0.0392,-0.863,0.428,10.748
17120,barefoot,12,16,18,93,42,69,1368,1384,0.9832,-0.019,-0.029,0.05,0.736,-0.99,10.621
17140,barefoot,11,6,21,37,29,34,1066,1061,0.9876,-0.0059,0.0117,0.0206,0.66,-0.236,10.065
17160,barefoot,19,14,16,22,20,22,612,772,0.9988,-0.0133,0.0139,0.0063,-0.56,-0.382,11.361
17180,barefoot,16,14,16,24,14,18,364,468,0.9787,0.0013,0.0072,0.0158,-1.371,-0.429,10.434
17200,barefoot,18,13,14,22,17,17,12,18,0.9849,-0.0029,-0.0102,0.0172,-1.004,0.743,8.029
17220,barefoot,22,6,19,9,17,15,13,14,0.9952,-0.0651,-0.0296,-0.0163,0.627,0.391,10.617
17240,barefoot,10,7,11,21,15,13,15,4,1.0135,0.0218,0.0097,-0.0272,-0.524,-1.31,10.648
17260,barefoot,16,10,10,16,19,10,0,19,0.9995,0.0078,0.0073,-0.0052,-0.096,0.34,10.087
17280,barefoot,13,14,19,20,18,11,13,15,0.9859,0.0007,0.0024,0.0085,1.124,0.831,9.919
17300,barefoot,13,8,3,16,17,15,17,17,0.9974,-0.0278,-0.0364,-0.0001,-1.463,-0.45,9.417
17320,barefoot,16,10,18,18,12,7,16,15,1.0192,0.0271,-0.0214,-0.0113,-0.957,-0.237,10.549
17340,barefoot,18,18,18,10,14,14,18,10,1.0061,-0.0036,0.0034,-0.0174,-0.915,0.8,10.102
17360,barefoot,22,19,9,17,19,14,11,18,1.0006,0.0346,0.0125,-0.02,1.783,-0.59,9.137
17380,barefoot,20,15,9,5,20,12,20,18,1.0138,0.046,0.0114,-0.0035,-0.377,1.101,10.187
17400,barefoot,24,6,12,1,8,15,9,11,0.9947,0.0297,0.0202,-0.0289,-0.323,-0.692,10.034
17420,barefoot,16,8,17,14,18,14,12,14,0.9986,0.0407,0.0235,-0.0003,-1.785,-0.205,8.698
17440,barefoot,5,11,21,17,14,14,14,16,0.9767,-0.0085,-0.0153,-0.0165,0.988,-0.498,9.625
17460,barefoot,15,9,11,12,14,13,7,10,1.0118,-0.0567,-0.0016,-0.0042,0.282,0.061,9.392
17480,barefoot,8,15,22,20,10,14,7,16,1.0069,-0.0011,-0.0014,-0.0263,0.214,0.034,9.534
17500,barefoot,14,18,16,18,12,12,15,15,0.9944,0.0279,-0.0377,-0.0046,-0.149,-1.158,10.22
17520,barefoot,15,15,15,16,11,20,8,11,0.9998,0.0128,-0.0241,0.0082,-2.094,-0.009,7.945
17540,barefoot,14,19,11,15,7,9,13,8,1.0008,-0.0278,0.0036,-0.0102,0.531,0.064,11.093
17560,barefoot,24,15,20,13,12,14,13,22,1.0066,0.0219,0.0135,-0.0178,1.398,-0.47,9.831
17580,barefoot,10,12,17,12,11,11,12,7,0.9953,0.0033,-0.0039,0.0179,-0.466,-0.727,10.088
17600,barefoot,2720,1900,25,16,9,16,6,14,0.9942,0.0067,-0.0351,-0.0172,0.165,0.155,8.505
17620,barefoot,3142,2376,44,7,20,27,12,18,1.0115,-0.0067,-0.0214,-0.0378,0.84,0.036,9.711
17640,barefoot,3286,2697,84,12,14,5,21,21,0.9866,0.0029,-0.0197,0.0397,-0.78,-1.413,9.267
17660,barefoot,3490,2979,143,9,10,20,18,20,0.9984,-0.0229,0.0255,-0.0164,0.197,0.334,10.665
17680,barefoot,3517,3038,258,14,10,17,19,7,0.9902,-0.0149,0.036,-0.0118,1.733,1.39,10.327
17700,barefoot,3439,3160,393,18,17,19,20,22,1.0034,0.024,0.017,0.0317,-1.398,0.061,9.562
17720,barefoot,3343,3000,644,22,15,8,10,17,1.0168,0.0278,-0.034,0.0248,2.321,0.24,9.132
17740,barefoot,3129,2967,870,13,13,20,13,7,1.0078,-0.0184,-0.0065,0.016,1.275,-1.232,10.221
17760,barefoot,2892,2751,1211,10,20,19,19,11,1.01,-0.0143,0.0151,0.0038,-1.68,0.57,9.435
17780,barefoot,2435,2428,1577,30,26,13,18,10,0.9902,0.01,0.0057,0.0109,-1.528,0.223,9.051
17800,barefoot,1775,1892,1777,33,53,22,19,16,0.9807,0.0027,-0.0156,0.0199,0.622,0.117,11.104
17820,barefoot,1024,1404,1967,81,103,15,17,13,0.9951,0.0412,-0.0063,-0.007,0.304,-0.422,10.119
17840,barefoot,547,944,2010,167,208,46,3,7,1.0086,-0.0022,-0.0482,0.0001,-0.782,0.7,11.117
17860,barefoot,240,538,2060,322,357,91,18,23,0.9934,-0.0313,0.0133,-0.0069,1.72,0.549,10.168
17880,barefoot,88,282,1915,628,746,159,17,15,0.9861,-0.0199,0.0161,-0.0159,1.35,0.591,10.107
17900,barefoot,43,121,1924,900,962,306,7,18,1.0022,0.0307,-0.0284,-0.0033,1.225,-0.698,9.999
17920,barefoot,24,48,1612,1381,1463,588,14,1,0.9963,0.0026,-0.0446,0.019,-1.892,0.994,9.721
17940,barefoot,18,33,1511,1790,1861,862,35,18,0.978,0.0023,0.0429,-0.0101,-0.341,0.513,9.511
17960,barefoot,14,19,1189,2244,2126,1211,50,28,1.0044,-0.0164,-0.0227,-0.0042,2.67,1.568,11.256
17980,barefoot,12,19,928,2357,2276,1386,119,27,0.9924,-0.0088,0.0105,-0.0059,-1.644,-0.91,9.301
18000,barefoot,15,23,657,2520,2349,1649,235,52,0.9867,0.0109,-0.009,-0.0101,0.44,0.02,9.816
18020,barefoot,6,22,423,2731,2369,1777,432,97,1.0064,-0.0031,0.0241,-0.0034,0.778,-0.136,10.643
18040,barefoot,12,13,260,2652,2266,1785,806,231,1.0063,0.0114,0.0038,-0.045,1.07,0.491,11.335
18060,barefoot,23,18,142,2469,2202,1654,1268,441,1.003,-0.0168,-0.0037,-0.0271,-0.408,0.406,11.423
18080,barefoot,18,10,78,2207,1853,1675,1552,664,1.0041,0.0063,-0.0065,0.015,-1.885,-0.365,9.28
18100,barefoot,9,9,47,1926,1347,1335,1905,975,0.9865,0.0273,-0.0045,-0.0197,-0.455,-0.035,10.263
18120,barefoot,16,7,29,1553,1076,976,2200,1249,0.9947,0.02,0.0085,0.0015,1.395,-1.466,9.966
18140,barefoot,18,14,16,1095,692,736,2188,1540,1.0044,-0.0022,-0.0287,-0.0043,1.126,0.916,8.896
18160,barefoot,12,21,21,721,376,445,2149,1661,0.9734,-0.0057,0.0112,0.0074,-0.497,-0.02,10.096
18180,barefoot,16,18,9,395,185,251,2076,1476,0.9792,-0.017,-0.0141,0.0157,0.796,-0.211,8.607
18200,barefoot,7,8,17,197,101,140,1755,1587,1.0082,0.009,-0.0088,-0.0081,1.152,-0.184,8.86
18220,barefoot,12,19,16,94,38,63,1512,1293,1.0114,-0.0186,0.0051,-0.0118,-0.765,-0.202,9.289
18240,barefoot,11,16,18,38,26,33,1057,1046,1.0123,0.0215,-0.019,0.0084,-0.807,0.243,11.249
18260,barefoot,21,15,7,15,13,24,635,761,0.9903,0.0165,-0.0251,0.0102,-0.054,-0.347,8.491
18280,barefoot,13,26,14,18,18,20,333,463,1.0172,0.0158,-0.0176,-0.0055,0.341,-0.163,10.996
18300,barefoot,11,17,13,2,18,6,15,4,0.9909,0.0419,-0.0014,0.0178,2.348,-1.149,7.061
18320,barefoot,11,17,19,13,15,13,14,13,0.9963,0.0403,0.0007,0.0086,0.58,0.294,10.018
18340,barefoot,14,19,21,11,13,18,3,6,0.9955,0.0248,-0.0319,0.0185,-0.142,0.653,9.522
18360,barefoot,23,17,15,15,11,12,4,12,0.9979,0.0016,-0.0096,-0.0099,1.723,-0.061,10.056
18380,barefoot,17,11,19,6,13,7,8,27,1.0101,-0.0171,-0.0258,0.0112,-0.538,-0.583,9.797
18400,barefoot,14,5,22,13,15,12,20,15,1.0241,0.0142,-0.0368,0.0281,-1.072,-0.012,9.119
18420,barefoot,14,13,7,12,24,0,24,22,0.9949,-0.0061,0.0324,0.0291,0.117,1.014,9.497
18440,barefoot,20,14,10,7,19,15,16,22,1.0023,-0.011,0.0092,0.0365,-1.215,-0.305,9.387
18460,barefoot,5,4,17,7,16,18,8,8,0.984,-0.0119,0.0359,-0.0103,-2.738,-0.422,9.174
18480,barefoot,0,9,17,13,19,19,16,25,1.0032,0.0082,0.0283,-0.0004,0.506,0.042,8.901
18500,barefoot,12,16,16,8,19,17,22,13,0.9893,0.0316,-0.029,-0.0107,-1.201,0.748,11.146
18520,barefoot,10,11,16,0,23,17,12,11,1.0075,-0.0088,-0.0121,0.0187,-1.059,0.381,9.663
18540,barefoot,13,10,19,17,14,19,14,20,0.9947,0.0118,0.0152,0.0059,0.219,-0.073,11.312
18560,barefoot,16,13,13,15,12,13,19,16,0.9948,0.0184,0.0153,-0.0129,1.55,-0.79,9.481
18580,barefoot,6,11,10,16,16,14,15,19,1.0133,0.0356,0.002,-0.0052,0.193,0.718,9.641
18600,barefoot,19,13,21,24,8,7,13,13,0.9938,-0.0329,-0.0179,0.0042,-0.305,0.338,9.4
18620,barefoot,13,17,15,18,14,20,8,21,0.982,0.003,0.0289,-0.0169,-1.626,-1.492,9.347
18640,barefoot,7,16,12,18,7,10,16,11,1.0023,-0.0123,0.0122,-0.0251,-0.517,1.345,9.276
