t_ms,mode,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,qw,qx,qy,qz,ax,ay,az
14280,shoe,18,15,17,13,12,18,3,8,1.0005,-0.0093,-0.0211,-0.0087,-0.133,0.779,9.135
14300,shoe,18,7,14,16,11,5,12,11,0.9989,-0.0159,0.0289,0.007,1.377,0.891,10.924
14320,shoe,3586,2466,38,26,11,9,17,4,1.0092,-0.0094,-0.0172,0.0304,0.68,1.167,9.892
14340,shoe,3682,2815,67,11,8,10,16,9,0.9906,0.0131,0.0348,-0.0164,-0.124,-0.75,9.528
14360,shoe,3721,2971,119,13,16,18,14,8,1.0,-0.0165,0.0212,0.0322,0.192,0.786,10.072
14380,shoe,3735,3101,186,14,10,10,8,13,0.9878,-0.0078,0.0129,0.0334,1.344,-1.377,9.769
14400,shoe,3730,3077,362,4,3,18,16,7,0.9871,0.0054,0.0168,-0.0291,1.042,0.119,8.4
14420,shoe,3692,3172,531,17,9,15,15,13,1.0068,-0.0186,0.0135,0.0012,1.618,-0.845,9.648
14440,shoe,3578,3010,739,14,19,15,17,14,1.0124,-0.0122,-0.0015,0.0118,-0.057,-1.408,11.297
14460,shoe,3297,2816,917,6,23,14,23,18,1.0022,0.0034,-0.0257,0.0301,0.273,0.729,10.265
14480,shoe,3075,2551,1171,19,18,11,14,19,0.9857,0.0043,0.0195,0.0145,2.511,-0.022,10.87
14500,shoe,2505,2102,1420,33,40,24,20,22,0.999,-0.0168,0.0132,-0.0079,0.067,0.785,9.207
14520,shoe,1489,1607,1646,65,85,22,17,13,1.0035,-0.0123,0.0137,-0.0093,2.118,-1.252,8.472
14540,shoe,850,1010,1748,147,179,42,28,7,1.0,0.0181,-0.0041,0.0147,1.121,-0.963,9.182
14560,shoe,416,551,1786,279,340,63,17,18,1.0119,-0.0104,0.0211,-0.0151,-0.396,-0.077,11.026
14580,shoe,152,307,1730,501,583,124,28,16,0.9921,-0.0013,-0.0108,0.0055,-1.552,-0.526,8.911
14600,shoe,59,125,1515,845,917,249,10,12,1.0034,-0.0035,-0.0251,0.0011,0.875,0.058,9.095
14620,shoe,23,66,1457,1281,1278,425,11,18,0.9968,-0.0144,0.0235,-0.0162,-0.723,-0.493,10.805
14640,shoe,18,32,1209,1739,1643,627,26,25,0.9994,0.0138,-0.0036,0.0462,-0.726,-0.268,9.585
14660,shoe,14,24,1016,2063,1930,853,41,19,0.9968,-0.0067,-0.0115,0.0034,-1.944,-0.905,9.631
14680,shoe,7,14,722,2336,2103,1160,97,21,1.0051,-0.0366,-0.0076,0.043,1.534,1.018,10.153
14700,shoe,18,19,494,2368,2210,1424,193,41,0.9882,0.0328,0.0326,0.0219,0.243,-0.252,9.888
14720,shoe,15,13,294,2470,2154,1457,382,78,0.9972,-0.006,0.0084,0.0212,0.151,-0.936,9.537
14740,shoe,20,13,184,2493,2144,1547,699,148,1.0037,0.002,-0.0078,-0.0123,0.592,0.541,10.038
14760,shoe,11,16,112,2252,1975,1461,1021,296,1.0088,0.0054,-0.0191,-0.0108,0.412,0.385,9.167
14780,shoe,14,16,67,2092,1531,1263,1414,469,1.0109,-0.0098,-0.016,0.0018,0.236,0.173,9.772
14800,shoe,13,17,42,1836,1223,1094,1781,735,1.0021,-0.0234,-0.0014,-0.0023,0.739,0.178,10.4
14820,shoe,6,13,22,1320,919,824,1922,955,1.0116,-0.0203,-0.0287,-0.0239,-0.205,-0.312,8.855
14840,shoe,26,7,16,947,586,541,2062,1161,1.0129,-0.0133,-0.0059,0.0448,-2.953,-0.103,9.618
14860,shoe,4,12,15,606,332,356,2107,1241,0.999,0.0129,-0.0054,0.0474,1.004,-1.755,8.781
14880,shoe,8,1,20,330,161,188,1778,1321,1.0198,-0.0077,-0.0236,0.0122,0.631,-1.234,10.481
14900,shoe,12,13,6,166,81,103,1590,1175,1.0155,0.0087,-0.0072,0.0037,0.152,-0.975,10.364
14920,shoe,6,10,18,83,40,48,1182,1061,0.9974,-0.0491,-0.0174,-0.0051,2.018,0.228,10.658
14940,shoe,16,18,15,39,22,29,886,753,0.9991,-0.0217,0.0025,-0.0205,-1.538,0.971,10.739
14960,shoe,12,1,21,19,21,18,541,576,0.9956,0.001,0.0321,0.0085,-3.324,-0.129,10.732
14980,shoe,14,24,9,19,15,29,312,314,0.9991,-0.0243,0.0373,-0.0005,1.899,-0.211,10.455
15000,shoe,15,12,19,10,21,7,16,18,1.0037,0.0139,-0.0199,0.0119,0.619,0.896,9.11
15020,shoe,14,6,10,13,16,11,26,15,1.003,-0.0056,-0.0019,0.0194,-1.833,-0.288,10.652
15040,shoe,14,16,15,16,7,18,20,18,0.9963,-0.0073,0.0121,0.0431,-0.36,0.522,8.989
15060,shoe,13,16,12,24,13,13,15,23,1.0051,-0.0219,-0.0064,-0.0005,0.863,0.344,11.909
15080,shoe,16,16,2,5,14,15,11,18,1.0122,-0.0051,-0.0295,0.0047,-1.32,-1.053,10.07
15100,shoe,18,25,14,14,11,18,19,11,1.0092,-0.0318,-0.0138,-0.0049,0.787,0.251,10.344
15120,shoe,13,10,16,17,8,13,15,14,1.0068,0.0175,-0.0187,0.0069,2.649,0.164,8.7
15140,shoe,12,15,18,12,24,10,21,24,0.997,0.005,-0.0221,-0.02,1.782,-0.911,10.775
15160,shoe,12,15,11,18,14,7,16,8,0.9973,-0.0077,0.0038,0.0324,0.089,-0.821,10.866
15180,shoe,15,11,8,17,14,14,20,11,1.0167,-0.0236,-0.0008,0.0107,0.51,-1.011,8.397
15200,shoe,12,15,17,16,6,17,10,11,1.0007,0.0075,-0.0171,-0.0257,-1.004,1.091,9.308
15220,shoe,12,20,12,12,17,15,14,21,0.9928,-0.0187,0.0319,0.0003,0.283,1.679,9.388
15240,shoe,7,10,19,13,14,20,15,10,1.0092,0.0196,-0.0045,0.024,-0.27,0.563,9.226
15260,shoe,23,16,21,13,19,12,10,12,1.0166,0.0126,0.0343,0.0133,-1.059,1.248,11.054
15280,shoe,8,19,13,9,22,15,16,14,0.9854,-0.016,-0.0066,-0.0119,-1.475,-1.07,11.758
15300,shoe,22,17,13,15,11,10,13,17,1.0166,-0.0056,0.0048,0.0129,2.426,1.12,8.851
15320,shoe,18,6,11,9,11,4,13,17,0.9906,0.0349,-0.0074,0.0068,0.228,1.57,10.754
15340,shoe,19,15,4,10,20,17,11,8,1.0088,0.0115,-0.0048,-0.0119,-1.093,1.286,9.573
15360,shoe,15,12,14,7,19,12,14,8,1.001,0.0187,-0.0201,0.0069,-0.377,-0.746,11.043
15380,shoe,16,20,17,19,16,17,6,7,0.9942,-0.0121,-0.026,-0.023,1.897,0.865,7.605
15400,shoe,15,13,19,11,18,11,19,20,0.9909,0.0144,-0.0195,-0.0076,2.056,-0.09,9.418
15420,shoe,3520,2355,41,10,13,6,17,13,0.9902,-0.0279,0.0142,-0.0249,-0.607,0.857,10.904
15440,shoe,3641,2697,74,18,14,9,17,15,0.9879,0.012,0.0163,0.019,0.358,-0.509,9.124
15460,shoe,3756,3031,116,12,14,12,21,14,0.9966,0.0182,0.0168,0.0207,1.186,0.012,10.881
15480,shoe,3751,3084,197,16,4,11,16,7,1.0102,-0.0059,-0.0264,-0.0088,-0.288,-0.453,9.348
15500,shoe,3782,3224,351,13,18,13,13,6,0.9977,0.0077,0.0292,0.0036,-1.276,0.38,10.834
15520,shoe,3680,3173,498,16,18,17,21,8,1.0194,-0.009,0.0085,0.0293,-1.037,-0.079,10.334
15540,shoe,3564,3049,740,15,10,14,13,24,0.9978,-0.007,-0.0196,-0.0311,0.137,0.888,9.43
15560,shoe,3305,2872,944,6,15,16,15,12,0.9934,0.0037,-0.0056,-0.0012,-0.796,0.658,9.121
15580,shoe,3003,2579,1240,26,25,14,4,17,1.0001,0.0076,-0.0026,0.011,-1.419,0.333,9.656
15600,shoe,2318,2192,1404,39,44,13,12,9,1.0165,0.0018,0.0041,0.0116,-0.157,-0.028,10.852
15620,shoe,1690,1627,1545,58,84,17,14,27,0.9929,0.0083,-0.0408,-0.0093,1.234,-0.238,9.802
15640,shoe,938,1073,1637,130,176,23,18,15,1.0001,-0.022,-0.0308,-0.0394,0.937,0.006,9.21
15660,shoe,380,596,1709,292,365,69,17,6,1.0102,-0.0312,0.0121,-0.0142,-0.149,0.6,12.798
15680,shoe,144,279,1758,507,579,134,19,12,0.9953,0.0078,0.0103,0.0203,2.396,0.105,8.387
15700,shoe,70,141,1562,816,910,221,12,16,1.0053,-0.0503,-0.0194,-0.0122,-0.813,0.234,9.603
15720,shoe,30,60,1366,1309,1175,401,14,19,0.9985,-0.035,-0.002,0.0038,0.033,-0.028,10.295
15740,shoe,16,29,1237,1678,1599,659,24,13,0.9982,-0.0288,0.0179,-0.0037,-1.504,-0.058,8.866
15760,shoe,18,12,924,1957,1929,882,39,21,0.9989,0.0139,0.0006,0.0179,1.049,-0.527,9.796
15780,shoe,15,16,708,2169,2034,1190,100,25,0.9977,0.012,-0.0065,-0.0134,-0.027,-1.493,9.428
15800,shoe,11,17,509,2390,2194,1271,191,44,1.0076,0.0611,-0.0349,0.0065,-1.882,0.459,8.473
15820,shoe,14,7,316,2505,2247,1495,362,81,0.9846,-0.0075,-0.0228,0.0045,-0.865,0.449,10.217
15840,shoe,16,22,180,2485,2109,1542,673,159,0.9875,-0.0082,0.0086,-0.0211,2.261,-0.771,8.781
15860,shoe,10,21,107,2290,1878,1494,993,304,0.9954,-0.0039,0.0003,0.0062,0.981,1.526,9.128
15880,shoe,17,15,66,2081,1647,1294,1383,530,0.985,-0.0295,0.0076,0.0193,0.253,-0.928,10.917
15900,shoe,19,24,37,1821,1265,1031,1757,733,0.9907,0.019,-0.0221,0.0074,1.15,0.797,8.799
15920,shoe,19,10,32,1336,913,861,1904,998,0.9881,-0.02,-0.049,-0.0139,-1.783,0.204,10.35
15940,shoe,20,9,15,935,591,569,1984,1086,0.9988,-0.0176,-0.0132,-0.0126,-0.866,0.254,10.872
15960,shoe,20,11,13,594,330,331,1994,1293,0.9833,0.0024,-0.0097,-0.0268,-1.46,0.91,10.701
15980,shoe,17,10,14,330,160,212,1856,1227,0.997,-0.0119,-0.0067,-0.0229,-0.867,0.737,10.228
16000,shoe,20,23,15,180,70,105,1633,1199,0.9935,0.0088,0.0274,-0.0417,-0.337,0.022,9.594
16020,shoe,14,14,21,73,38,62,1240,1064,1.01,0.0136,0.0261,0.0064,0.749,-0.841,8.542
16040,shoe,16,14,25,45,29,25,871,814,0.9841,0.0145,0.0061,-0.0,1.317,-0.97,9.935
16060,shoe,21,16,12,32,28,19,524,530,0.9835,-0.0019,0.0009,-0.0011,1.283,0.154,10.206
16080,shoe,23,22,13,16,21,11,274,355,0.9842,-0.0189,0.0057,0.0495,3.315,1.262,9.345
16100,shoe,12,15,17,13,26,21,13,11,0.9886,-0.0017,-0.0041,0.0007,-0.471,0.704,8.916
16120,shoe,7,12,14,19,17,15,9,15,0.9907,-0.0238,0.0214,0.0148,0.094,-0.022,10.586
16140,shoe,24,15,18,5,10,15,16,12,1.0055,-0.0324,-0.0328,-0.0264,0.722,0.267,8.854
16160,shoe,20,20,9,8,15,19,18,5,0.9915,-0.0336,0.0156,-0.0075,-0.871,0.549,10.201
16180,shoe,23,13,18,9,16,20,16,19,0.9974,0.0189,0.0064,-0.0132,-0.227,1.374,9.37
16200,shoe,18,21,4,6,19,11,8,6,0.9981,-0.03,-0.0062,0.0027,0.602,-0.603,8.284
16220,shoe,15,16,17,14,18,15,20,13,1.0049,0.0219,-0.0318,-0.0222,-0.937,0.581,11.256
16240,shoe,11,13,17,15,10,11,5,12,0.9856,-0.0029,0.0057,-0.0143,0.675,0.225,10.352
16260,shoe,9,16,26,14,20,20,15,22,0.9913,-0.0087,-0.0227,-0.0144,1.573,-0.603,10.29
16280,shoe,21,24,10,14,11,3,15,6,0.9991,-0.0003,-0.0246,0.0044,-1.215,-0.808,8.526
16300,shoe,19,13,17,18,15,25,18,19,1.0127,0.0312,-0.0035,-0.026,-2.608,1.015,9.685
16320,shoe,16,21,17,19,17,13,11,16,0.9927,-0.0305,-0.0052,0.0027,0.212,0.267,10.051
16340,shoe,9,17,10,20,18,4,12,0,0.992,0.0077,-0.0014,0.0092,-1.128,-0.164,9.126
16360,shoe,12,15,15,13,17,15,20,7,1.0065,-0.0112,-0.0159,0.0017,0.318,0.083,11.285
16380,shoe,11,14,10,14,11,10,20,11,1.0002,-0.023,-0.0022,0.0229,-0.424,0.787,7.976
16400,shoe,13,18,9,21,13,14,9,9,0.9993,-0.0441,0.0333,0.0011,0.472,0.079,10.43
16420,shoe,0,17,7,16,19,15,13,15,1.0172,-0.0213,-0.0011,0.0034,1.458,1.285,8.091
16440,shoe,15,16,13,20,12,19,10,17,0.9921,-0.0213,-0.0195,0.0041,1.083,-0.203,8.382
16460,shoe,22,17,9,12,8,5,1,19,1.0068,-0.0011,-0.0174,0.0175,-0.318,-0.622,8.638
16480,shoe,11,10,4,14,2,16,20,10,1.0181,0.0161,-0.0135,0.0088,-1.285,-0.086,10.305
16500,shoe,14,11,15,11,14,20,11,17,0.995,0.0067,0.0285,0.0005,-2.852,-0.745,9.145
16520,shoe,3536,2410,31,14,10,7,14,13,1.0218,-0.0068,0.0093,0.0135,-2.484,-0.275,9.182
16540,shoe,3709,2656,67,16,14,18,15,17,1.0067,0.0334,0.0281,-0.0159,-0.844,0.981,8.968
16560,shoe,3771,3040,116,12,9,18,8,14,1.0028,-0.014,0.0073,0.0159,0.217,1.366,8.451
16580,shoe,3730,3073,203,23,12,11,19,14,1.0139,-0.0005,0.0328,-0.0241,-0.706,0.508,8.973
16600,shoe,3756,3160,332,7,12,4,11,12,1.0018,-0.0082,-0.0368,0.0261,-0.614,0.162,8.892
16620,shoe,3675,3087,531,18,19,15,7,17,0.9751,0.0122,-0.0326,-0.0124,-1.81,-0.722,9.489
16640,shoe,3512,3020,731,9,11,12,16,15,1.0023,0.0085,0.0033,-0.005,-1.875,-0.796,9.435
16660,shoe,3354,2765,945,17,11,22,15,9,0.9981,-0.0016,0.0093,-0.0052,-1.968,0.299,7.611
16680,shoe,2969,2540,1234,17,24,14,11,3,0.9854,0.0113,-0.024,0.0099,0.823,0.137,9.189
16700,shoe,2376,2193,1425,33,45,20,14,19,1.0067,0.0047,-0.0086,-0.0383,-2.28,-0.459,10.863
16720,shoe,1645,1520,1588,70,79,23,23,18,0.9944,-0.0146,-0.0104,-0.0095,0.882,-0.352,9.341
16740,shoe,872,1039,1669,144,168,38,18,14,0.9911,0.0183,0.0124,0.0125,-1.005,1.249,9.698
16760,shoe,428,603,1628,278,338,59,14,20,1.0213,-0.0112,-0.0179,0.0067,0.706,0.795,9.111
16780,shoe,147,286,1651,506,548,126,12,14,1.0111,-0.0139,-0.0225,-0.0236,0.348,0.047,9.14
16800,shoe,57,120,1630,928,953,228,24,13,1.0149,0.0137,-0.0128,0.0244,0.957,0.187,9.689
16820,shoe,21,55,1414,1336,1310,411,14,12,1.0174,-0.0109,-0.0179,0.037,1.471,1.024,8.537
16840,shoe,14,32,1166,1684,1611,629,14,21,0.9872,-0.0002,0.0013,-0.0176,-0.883,0.292,9.6
16860,shoe,14,12,1000,2031,1942,896,47,26,1.0182,0.0514,-0.0024,-0.0089,-1.11,0.195,8.248
16880,shoe,18,18,723,2325,2042,1206,90,22,0.9898,0.0169,0.0155,-0.0247,-0.48,-1.252,10.048
16900,shoe,18,14,521,2462,2122,1290,192,38,0.9897,-0.0113,-0.0126,-0.013,-0.882,-1.343,8.325
16920,shoe,16,13,350,2425,2238,1430,392,92,1.0033,-0.0116,-0.0088,-0.0046,0.823,-1.52,10.331
16940,shoe,13,17,185,2443,2093,1449,643,171,0.9965,0.0193,-0.0183,0.0416,-0.104,-1.795,10.653
16960,shoe,7,10,100,2449,1958,1456,989,294,1.0168,0.0066,0.0412,-0.0267,0.035,-0.007,8.276
16980,shoe,13,6,56,2113,1628,1236,1362,472,0.9964,-0.0193,-0.0166,0.0366,0.522,0.268,10.345
17000,shoe,13,14,33,1800,1265,1142,1704,703,1.0064,0.0127,0.0114,-0.001,-0.54,-0.692,9.368
17020,shoe,13,10,17,1398,873,838,1945,937,0.9998,-0.0332,0.01,-0.0078,1.33,0.357,10.781
17040,shoe,12,13,19,1009,584,560,1994,1192,0.9926,0.0257,-0.0211,-0.0101,-2.173,0.358,9.253
17060,shoe,12,9,12,594,298,327,2016,1233,0.9973,0.0252,0.0148,0.0117,0.296,-0.058,9.475
17080,shoe,18,9,17,360,148,204,1774,1255,0.9958,0.0329,0.0079,-0.008,0.611,-1.173,9.466
17100,shoe,8,9,14,161,77,103,1587,1180,1.0016,-0.0268,-0.0159,-0.0046,-0.901,1.157,10.86
17120,shoe,14,8,12,76,34,53,1267,1032,0.9986,0.0121,-0.0315,-0.004,-0.814,1.103,7.983
17140,shoe,20,10,23,46,22,26,929,780,1.0084,0.0398,-0.0088,0.0004,1.089,-0.457,10.415
17160,shoe,10,10,20,21,21,17,585,556,0.9973,0.0085,-0.0112,0.0049,-0.37,1.555,9.808
17180,shoe,9,14,8,8,11,12,277,356,1.0028,-0.0039,-0.0214,-0.0062,-2.283,0.041,9.283
17200,shoe,13,30,21,18,9,16,14,17,1.0161,0.0266,-0.0188,-0.0163,-1.602,-0.623,9.508
17220,shoe,12,11,18,20,18,11,24,19,1.0048,-0.0291,0.0083,0.0123,1.209,-0.323,10.563
17240,shoe,15,6,20,10,19,14,12,9,1.0274,-0.0021,-0.0167,0.0022,-1.045,-1.478,10.465
17260,shoe,21,17,16,8,10,11,19,13,1.0013,0.0086,-0.0226,0.0002,1.569,-0.276,11.247
17280,shoe,13,8,5,14,18,8,11,10,1.0032,-0.0095,0.0015,-0.0394,1.639,-1.275,9.143
17300,shoe,17,10,12,16,13,14,11,13,1.0061,0.001,0.026,-0.0021,-0.236,0.909,8.016
17320,shoe,11,12,2,11,12,15,13,8,1.0116,0.0184,-0.0221,-0.0158,0.652,0.26,9.221
17340,shoe,12,14,7,10,13,14,21,19,1.0078,0.0165,-0.0244,-0.0214,-0.984,-1.106,9.545
17360,shoe,16,14,11,16,10,0,12,14,0.9998,-0.0013,0.026,-0.0102,-0.479,0.463,9.324
17380,shoe,11,15,20,16,6,19,14,8,0.9982,-0.0245,-0.0428,-0.0193,-0.833,-1.368,10.818
17400,shoe,20,13,14,6,7,14,16,17,0.9963,-0.0311,-0.0074,-0.0397,0.704,0.129,11.77
17420,shoe,12,19,15,9,10,9,19,9,1.0002,-0.0188,0.0248,-0.0251,-1.531,0.386,10.06
17440,shoe,13,18,18,12,15,23,14,7,0.9852,-0.011,-0.0035,0.017,-0.158,0.058,8.112
17460,shoe,9,11,10,11,16,14,19,16,0.9881,-0.0157,-0.0134,-0.0049,0.058,-0.895,10.653
17480,shoe,12,13,19,15,18,18,23,14,0.9888,0.0567,-0.0005,-0.018,0.615,-0.085,9.136
17500,shoe,9,7,15,16,10,15,18,10,1.0141,-0.0044,0.0123,-0.0017,-2.536,-0.143,9.755
17520,shoe,12,17,9,23,14,2,12,18,1.0027,-0.0031,-0.0155,-0.0405,-2.138,0.051,10.473
17540,shoe,5,13,11,16,7,20,13,16,1.0102,0.0125,-0.0018,0.0277,-1.055,1.192,10.047
17560,shoe,14,23,13,18,9,8,15,15,0.9978,-0.0267,-0.0111,0.0208,-0.272,1.358,9.655
17580,shoe,23,11,17,7,19,19,13,19,1.0034,-0.0121,0.0079,-0.0036,0.16,1.267,9.974
17600,shoe,3347,1943,31,11,13,13,9,16,0.992,0.0117,0.0046,0.0058,0.223,-0.503,10.398
17620,shoe,3560,2312,36,19,23,10,9,20,0.981,-0.0147,-0.0146,-0.0141,2.4,-0.595,10.281
17640,shoe,3676,2774,63,7,17,2,11,16,0.9976,0.02,-0.003,-0.0105,0.773,0.021,11.58
17660,shoe,3710,3032,125,20,12,12,4,16,0.9951,-0.0132,0.0028,-0.0063,0.692,0.351,7.019
17680,shoe,3757,3103,221,17,11,9,29,0,0.994,0.0043,0.0239,-0.0117,-0.592,-1.643,9.01
17700,shoe,3726,3209,352,15,4,14,18,12,0.9864,0.0291,-0.0015,0.0094,0.924,-0.487,9.188
17720,shoe,3687,3091,513,13,21,9,11,24,1.0058,0.0219,-0.017,-0.0239,0.814,1.436,10.457
17740,shoe,3593,2966,745,9,20,18,10,11,1.0077,0.0026,0.0011,0.0097,0.789,-0.99,9.914
17760,shoe,3344,2810,1048,11,35,12,20,13,1.0053,0.0026,0.0398,-0.0202,-0.147,-0.587,10.481
17780,shoe,3030,2522,1208,17,33,12,7,12,1.0106,0.0146,0.0253,0.0017,0.732,-0.563,8.429
17800,shoe,2453,2067,1395,31,40,26,9,5,0.9919,-0.0085,0.0272,0.0239,1.806,0.393,9.517
17820,shoe,1607,1604,1512,67,74,26,19,17,1.0058,-0.0221,-0.0279,0.0338,-0.963,-0.049,10.295
17840,shoe,905,1029,1679,125,152,33,14,24,0.9994,0.0199,0.039,-0.0299,-2.59,-0.257,9.667
17860,shoe,424,573,1744,272,312,70,18,23,0.9953,0.0227,0.0097,0.0118,0.964,-1.212,9.354
17880,shoe,145,291,1745,520,563,122,15,13,1.0002,0.0055,0.0059,0.028,0.861,0.49,9.959
17900,shoe,48,133,1603,797,902,246,15,10,0.9907,-0.0047,0.0012,-0.0003,-0.29,0.004,11.197
17920,shoe,33,56,1442,1339,1190,423,14,12,0.9968,-0.0229,0.0104,0.0266,-0.544,-0.53,7.816
17940,shoe,23,36,1149,1686,1662,627,25,18,0.9998,-0.0126,-0.04,-0.0168,3.272,0.022,11.143
17960,shoe,8,14,956,2032,1833,800,44,16,0.9827,-0.0071,0.0196,-0.0004,-0.57,0.633,9.964
17980,shoe,14,12,735,2324,2132,1215,90,28,1.0147,0.0052,-0.0279,0.0443,-1.469,-1.18,8.942
18000,shoe,12,10,529,2454,2236,1328,200,41,1.0095,0.0168,0.0336,0.0143,-0.585,-1.24,10.306
18020,shoe,19,11,311,2524,2168,1473,362,81,1.0078,0.001,0.0058,0.0181,0.582,-0.816,9.75
18040,shoe,10,17,190,2471,2156,1506,634,154,1.0169,0.0079,-0.0136,-0.0037,-0.746,-0.698,10.801
18060,shoe,22,10,110,2357,1891,1464,978,290,1.0066,-0.026,-0.0205,-0.0045,-0.481,-2.439,8.988
18080,shoe,14,20,65,2195,1578,1305,1374,486,1.0059,0.0023,-0.0055,0.0175,0.347,-0.482,10.583
18100,shoe,10,14,38,1851,1242,1121,1712,735,1.0161,0.0233,0.0303,0.0011,-0.529,0.891,8.897
18120,shoe,14,9,25,1436,839,817,2053,975,0.9954,-0.0137,-0.0007,0.0326,0.134,-0.263,10.0
18140,shoe,11,11,15,971,570,548,1958,1166,0.987,-0.0381,0.0018,-0.0156,-0.069,0.815,10.339
18160,shoe,25,7,21,584,301,337,1989,1243,1.0092,0.0135,-0.0167,-0.0181,-1.285,-2.301,9.64
18180,shoe,15,7,21,313,138,196,1845,1281,0.9977,0.0298,0.0308,0.0083,0.067,-0.09,10.29
18200,shoe,12,20,21,168,67,100,1593,1252,1.0101,0.0145,-0.006,-0.0295,-1.403,1.111,9.177
18220,shoe,15,18,10,85,39,50,1243,1005,1.0065,-0.01,-0.0138,0.0117,1.092,1.259,10.669
18240,shoe,21,9,17,37,23,26,864,728,0.9932,0.0119,0.0066,0.0279,-1.132,-0.399,9.26
18260,shoe,9,12,10,20,11,22,507,581,0.9994,-0.042,-0.0128,0.0357,-0.304,-0.66,9.079
18280,shoe,6,22,13,21,21,15,291,350,0.9893,0.0013,-0.0053,-0.0244,-2.187,0.308,9.609
18300,shoe,21,10,18,8,17,20,14,10,1.0005,-0.0151,-0.034,-0.0079,-0.553,-0.974,9.667
18320,shoe,17,15,7,14,24,6,5,20,0.9984,0.0224,-0.033,0.016,-1.51,-0.291,8.959
18340,shoe,12,16,28,15,0,11,18,12,1.008,-0.02,0.0101,-0.009,1.757,-1.338,10.431
18360,shoe,14,13,20,11,6,15,10,13,1.0185,0.0408,-0.0169,0.0087,-0.166,0.066,9.602
18380,shoe,20,13,10,14,18,11,25,19,1.0027,0.0481,0.0097,-0.0331,0.6,0.004,10.258
18400,shoe,1,12,11,10,15,12,11,8,0.9974,0.0389,0.0081,-0.0024,-2.106,1.304,8.37
18420,shoe,20,14,14,11,13,8,15,27,1.0013,0.0197,0.0132,0.0117,-1.499,0.287,8.53
18440,shoe,13,6,13,17,8,23,14,10,0.9993,-0.0149,0.0125,-0.0133,-0.225,-0.528,9.474
18460,shoe,17,14,8,10,16,13,15,11,0.9957,-0.006,0.021,0.009,-1.64,-0.074,8.821
18480,shoe,14,15,13,11,11,17,27,7,1.0025,0.0195,-0.0037,0.0015,1.336,-1.032,9.594
18500,shoe,29,7,6,11,21,10,13,11,0.9891,0.0076,-0.0076,-0.0063,-0.504,0.028,10.218
18520,shoe,11,16,11,16,19,12,19,9,0.9919,-0.0128,0.0206,-0.0193,0.153,-0.172,10.717
18540,shoe,20,9,23,12,19,14,14,12,1.0025,-0.0047,-0.0234,-0.0042,0.335,0.338,11.037
18560,shoe,1,1,14,10,5,22,12,9,1.0094,-0.0165,-0.0194,0.0064,-0.204,0.747,10.421
18580,shoe,14,4,12,15,16,21,18,2,1.0052,0.0077,-0.0261,-0.0051,0.895,-1.603,9.078
18600,shoe,18,14,22,4,23,24,16,20,0.9974,-0.0015,-0.0167,0.0128,-0.827,0.262,10.209
18620,shoe,6,17,16,5,23,21,13,18,1.0111,0.0256,0.0241,0.0093,0.408,0.591,9.243
18640,shoe,4,12,17,15,20,21,9,17,1.0033,0.0143,0.0265,-0.023,1.397,-0.96,10.202
18660,shoe,15,7,11,23,20,13,16,17,1.017,-0.0073,-0.0097,0.0006,0.226,1.523,8.766
18680,shoe,19,13,19,12,10,10,31,17,1.0051,0.0276,-0.0298,0.0205,0.12,-0.578,10.925
18700,shoe,20,18,12,15,21,20,13,11,1.0001,-0.0462,-0.016,0.0117,-0.423,1.974,10.087
18720,shoe,3559,2347,43,7,23,10,17,29,0.9884,-0.0289,0.0032,-0.0062,0.041,0.629,9.458
18740,shoe,3681,2764,68,14,16,17,11,11,1.0126,-0.0121,0.0307,-0.0268,0.773,0.776,8.491
18760,shoe,3723,3019,119,15,17,11,32,8,1.0098,0.0105,-0.005,0.0022,-0.32,0.217,9.969
18780,shoe,3776,3044,213,17,13,9,7,24,1.0136,0.0378,0.0183,0.004,-2.024,0.809,9.242
18800,shoe,3771,3159,330,10,15,14,11,12,0.9948,0.0159,0.0153,0.0225,0.165,-0.83,9.942
18820,shoe,3700,3135,516,23,13,10,5,14,0.9896,0.0058,-0.0295,-0.0018,-0.207,-0.646,9.075
18840,shoe,3512,3025,689,10,17,12,18,9,1.0135,-0.0003,0.0226,0.0003,0.527,-1.573,9.228
18860,shoe,3372,2830,944,23,16,18,15,13,1.0001,-0.0357,0.0256,0.0068,0.018,0.435,10.275
18880,shoe,2920,2598,1298,15,17,14,16,16,0.9762,-0.0121,0.011,0.0269,1.836,-0.569,11.047
18900,shoe,2399,2174,1441,34,40,22,14,16,1.0065,0.0215,-0.0021,0.0191,-1.455,0.603,8.578
18920,shoe,1624,1583,1600,70,82,19,22,8,0.9877,0.0064,0.024,0.038,-1.179,0.479,9.542
18940,shoe,1000,1015,1729,145,164,39,21,18,1.0139,-0.012,0.0111,-0.0099,0.743,-1.075,10.068
18960,shoe,401,611,1662,292,346,61,20,10,1.0108,-0.0008,0.0033,0.0205,-1.249,0.562,9.579
18980,shoe,156,295,1766,541,563,136,1,6,0.9808,-0.0133,0.0088,0.0047,0.355,0.208,9.322
19000,shoe,60,133,1590,868,970,228,10,19,1.0034,-0.0387,0.0292,0.0299,-0.05,0.161,11.665
